"year","country","school_id","student_id","mother_educ","father_educ","gender","computer","internet","math","read","science","stu_wgt","desk","room","dishwasher","television","computer_n","car","book","wealth","escs"
"2018","KOR","41000157","41004113","ISCED 3A","ISCED 3A","female","yes","yes",527.424,568.063,554.804,56.48791,"yes","yes",,"1","1","1","26-100",-0.5275,-1.0125
"2018","KOR","41000096","41004798","ISCED 3A","ISCED 3A","female","yes","yes",623.045,607.935,597.434,66.99924,"yes","yes",,"2","2","1","101-200",-0.2686,0.555
"2018","KOR","41000095","41003544","ISCED 3B, C","ISCED 3B, C","male","yes","yes",452.482,498.766,448.815,76.00121,"yes","yes",,"1","2","2","11-25",-1.0077,-0.5519
"2018","KOR","41000179","41000656","ISCED 3A","ISCED 3A","female","yes","yes",550.036,525.324,541.899,141.90121,"yes","yes",,"1","1","1","26-100",-0.7866,0.5479
"2018","KOR","41000188","41006346","ISCED 3A","ISCED 3A","male","yes","yes",562.5,484.555,440.869,70.9506,"yes","yes",,"2","1","0","101-200",-1.2476,-0.566
"2018","KOR","41000040","41006460","ISCED 3A","ISCED 3A","male","yes","yes",673.365,570.27,583.359,70.51827,"yes","yes",,"2","2","2","101-200",-0.2753,0.6489
"2018","KOR","41000072","41000217","ISCED 3A","ISCED 3A","male","yes","yes",543.197,616.692,603.59,66.49514,"yes","yes",,"1","3+","2","more than 500",-0.6838,0.9797
"2018","KOR","41000019","41001523","ISCED 3A","ISCED 3A","female","yes","yes",722.6,706.042,681.176,62.5097,"yes","yes",,"1","2","1","201-500",-0.6243,0.9032
"2018","KOR","41000132","41004989","ISCED 3A","ISCED 3A","female","yes","yes",414.087,376.762,441.56,58.8064,"yes","yes",,"2","3+","2","201-500",0.9452,0.8695
"2018","KOR","41000046","41003548","ISCED 3A","ISCED 3A","female","yes","yes",657.212,565.953,560.113,74.59563,"yes","no",,"2","1","2","201-500",0.0304,0.2664
"2018","KOR","41000038","41000064","ISCED 3A","ISCED 3A","male","yes","yes",629.942,687.093,667.333,70.8451,"yes","yes",,"1","2","2","201-500",-0.1741,0.428
"2018","KOR","41000061","41001444","ISCED 3A","ISCED 3A","male","yes","yes",414.202,478.414,396.955,67.37317,"yes","yes",,"1","1","1","201-500",-1.3704,-1.1045
"2018","KOR","41000166","41001809","ISCED 3A","ISCED 3A","male","yes","yes",527.493,508.622,477.24,67.0141,"yes","yes",,"2","2","1","more than 500",-0.2497,0.3386
"2018","KOR","41000091","41000281","ISCED 3A","ISCED 3A","female","yes","yes",554.748,555.176,474.829,64.44996,"yes","yes",,"1","2","2","more than 500",-0.1872,0.5845
"2018","KOR","41000052","41005966","ISCED 3A","ISCED 3A","male","yes","yes",434.031,255.399,286.441,74.76728,"no","yes",,"1","2","1","0-10",-1.3068,-0.1913
"2018","KOR","41000086","41001497","ISCED 3A","ISCED 3A","male","yes","yes",487.746,457.19,551.531,70.82677,"yes","yes",,"1","1","1","26-100",-0.8421,-0.327
"2018","KOR","41000186","41006647","ISCED 3A","ISCED 3A","male","yes","yes",525.465,615.315,587.111,57.14988,"yes","yes",,"2","2","1","26-100",-0.5498,-0.027
"2018","KOR","41000045","41002865","ISCED 3A","ISCED 3B, C","female","yes","yes",508.847,510.861,546.56,58.05702,"yes","no",,"1","2","1","0-10",-1.0569,-0.2395
"2018","KOR","41000057","41005415","ISCED 3A","ISCED 3A","male","yes","yes",465.142,345.76,411.941,60.53654,"yes","yes",,"1","1","1","11-25",-0.7665,0.0813
"2018","KOR","41000110","41001756","ISCED 3A","ISCED 3A","male","yes","yes",554.382,527.073,620.07,72.91971,"yes","yes",,"2","2","2","201-500",0.2735,1.1992
"2018","KOR","41000053","41000099","ISCED 3A","ISCED 3A","male","yes","yes",495.07,577.115,496.875,62.00575,"yes","yes",,"1","1","1","101-200",-0.4382,-0.013
"2018","KOR","41000123","41002881","ISCED 3A","ISCED 3A","female","yes","yes",558.595,547.401,636.565,61.18509,"yes","yes",,"1","3+","1","201-500",-0.4103,0.9148
"2018","KOR","41000170","41000633","ISCED 3A","ISCED 3A","male","yes","yes",493.177,525.128,552.949,67.4896,"yes","yes",,"2","1","2","26-100",-0.5124,-0.0807
"2018","KOR","41000059","41002166","ISCED 3A","ISCED 3A","male","yes","yes",620.056,544.066,525.236,63.93779,"yes","yes",,"1","1","1","201-500",-0.6172,-0.645
"2018","KOR","41000162","41000240","ISCED 2","ISCED 3A","female","yes","yes",429.15,442.738,375.919,72.43688,"yes","no",,"2","1","1","101-200",-0.7952,-0.9103
"2018","KOR","41000090","41002369","ISCED 3A","ISCED 3A","male","yes","yes",430.662,383.312,465.764,59.34351,"yes","yes",,"3+","1","3+","101-200",0.3893,0.2496
"2018","KOR","41000079","41004096","ISCED 1","ISCED 2","female","yes","yes",284.126,247.869,328.656,78.04915,"yes","yes",,"1","1","1","101-200",-0.6277,-0.5025
"2018","KOR","41000177","41005610","ISCED 3A","ISCED 3A","male","yes","yes",521.489,561.671,526.702,58.75973,"yes","yes",,"2","1","2","26-100",-0.4142,0.7125
"2018","KOR","41000125","41004895","ISCED 3A","ISCED 3A","male","yes","yes",590.152,606.677,587.344,65.62406,"yes","yes",,"2","1","2","201-500",-0.0305,-0.1318
"2018","KOR","41000150","41000461","ISCED 3A","ISCED 3B, C","female","yes","yes",413.95,560.207,513.185,63.78173,"yes","yes",,"1","2","2","26-100",-8e-04,0.9824
"2018","KOR","41000049","41006087","ISCED 3A","ISCED 2","female","yes","yes",509.927,491.362,535.464,100.89868,"yes","no",,"2","1","1","26-100",-1.8186,-0.09
"2018","KOR","41000084","41003097","ISCED 3A","ISCED 3A","female","yes","no",456.533,459.979,391.868,71.41978,"yes","no",,"2",,"1","26-100",-1.1515,0.1513
"2018","KOR","41000168","41001588",,,"male",,,523.725,461.563,441.744,70.01562,,,,,,,,,
"2018","KOR","41000025","41005057","ISCED 3A","ISCED 3A","female","yes","yes",530.385,610.829,526.384,67.11179,"yes","no",,"2","3+","1","more than 500",-0.0218,1.1393
"2018","KOR","41000012","41006070","ISCED 3A","ISCED 3A","male","yes","yes",451.296,370.383,402.027,70.9506,"yes","yes",,"3+","2","1","101-200",0.1519,0.2421
"2018","KOR","41000145","41004947","ISCED 1","ISCED 1","female","yes","yes",468.95,492.653,481.438,70.9506,"yes","yes",,"1","2","0","26-100",-1.0694,-2.0365
"2018","KOR","41000079","41003547","ISCED 3B, C","ISCED 3A","male","yes","yes",548.646,500.126,476.768,108.78491,"yes","yes",,"2","2","2","26-100",-0.2004,-0.3216
"2018","KOR","41000024","41006570","ISCED 3A","ISCED 3A","female","yes","yes",557.847,551.965,459.712,65.67813,"yes","yes",,"1","2","1","26-100",-0.4633,0.1821
"2018","KOR","41000050","41002619","ISCED 3A","ISCED 3A","female","yes","yes",488.038,478.465,403.461,3.21646,"yes","yes",,"2","1","2","101-200",-0.5124,0.2989
"2018","KOR","41000043","41000853","ISCED 3A","ISCED 3A","male","yes","yes",760.023,650.012,709.742,61.74458,"yes","yes",,"1","3+","2","201-500",-0.2893,0.0814
"2018","KOR","41000024","41004207","ISCED 3A","ISCED 3A","male","yes","yes",454.447,503.783,426.952,62.02934,"yes","yes",,"2","1","2","26-100",-0.1891,0.4686
"2018","KOR","41000035","41001280","ISCED 3A","ISCED 3A","male","yes","yes",519.672,393.06,420.928,61.97165,"no","no",,"1","1","1","11-25",-0.6841,0.223
"2018","KOR","41000126","41002236","ISCED 3B, C","ISCED 3A","male","yes","yes",526.831,608.228,611.022,66.97066,"yes","yes",,"1","2","1","more than 500",-0.7185,0.5727
"2018","KOR","41000016","41001349","ISCED 3A","ISCED 3A","male","yes","yes",287.877,318.683,350.076,79.60869,"yes","yes",,"2","2","2","201-500",-0.3761,0.4147
"2018","KOR","41000146","41004429","ISCED 3A","ISCED 3A","male","yes","yes",470.653,435.831,485.972,70.17342,"yes","yes",,"1","1","1","101-200",-1.7754,-0.3414
"2018","KOR","41000131","41004689","ISCED 3A","ISCED 3A","male","yes","yes",579.214,601.804,546.529,72.80568,"yes","yes",,"1","1","2","101-200",-0.5502,-1.3615
"2018","KOR","41000104","41002060","ISCED 3A","ISCED 3B, C","female","yes","yes",337.65,372.862,360.59,50.69232,"yes","yes",,"2",,"2","26-100",-0.0012,-0.2555
"2018","KOR","41000026","41006662","ISCED 3B, C","ISCED 3A","male","yes","yes",529.335,497.648,486.449,69.55651,"yes","yes",,"3+","1","2","0-10",-0.3837,-1.5666
"2018","KSV","38300119","38301412","ISCED 3A","ISCED 3A","male","yes","yes",501.555,390.682,468.038,7.3715,"yes","yes",,"2","1","1","11-25",-1.4014,-0.7898
"2018","KSV","38300063","38300015","ISCED 3A","ISCED 3A","male","yes","yes",404.376,328.522,415.765,2.90909,"no","yes",,"1","1","1","0-10",-0.947,0.0312
"2018","KSV","38300032","38300236","ISCED 2","ISCED 2","male","yes","yes",347.02,283.377,331.105,4.69661,"yes","yes",,"2","3+","1","0-10",-0.0027,-0.2403
"2018","KSV","38300169","38300043","ISCED 2","ISCED 3A","male","yes","yes",415.11,392.928,431.21,5.17469,"yes","yes",,"2","1","1","26-100",-1.0975,0.3602
"2018","KSV","38300176","38303594","ISCED 3A","ISCED 3A","male","yes","yes",482.444,452.29,452.812,2.65399,"yes","yes",,"2","2","1","11-25",-0.7962,0.6813
"2018","KSV","38300093","38300093","ISCED 2","ISCED 1","male",,,281.211,233.041,209.269,3.09643,,,,"2","2","1","201-500",-0.3595,-0.7291
"2018","KSV","38300023","38302845","ISCED 2","ISCED 3A","female","yes","yes",432.988,390.083,407.572,6.20064,"yes","yes",,"1","3+","2","101-200",-0.4523,-0.2985
"2018","KSV","38300173","38304916","ISCED 3A","ISCED 3A","male","yes","yes",280.757,283.306,302.357,6.51781,,"yes",,"1","1","0",,-0.9664,-0.2656
"2018","KSV","38300108","38302131","ISCED 3A","ISCED 3A","male","no","yes",386.507,316.885,339.171,3.00772,"yes","yes",,"2","1","0","11-25",-1.671,-1.3932
"2018","KSV","38300185","38303702","ISCED 3A","ISCED 3A","male","yes","yes",363.445,334.616,381.959,8.28571,"yes","yes",,"1",,"1","11-25",-1.2269,-0.7789
"2018","KSV","38300093","38304775",,,"male",,,312.2,328.097,333.336,3.09643,,,,,,,,,
"2018","KSV","38300015","38304630","ISCED 3B, C","ISCED 3A","male","yes","yes",338.194,310.797,340.229,5.30799,"no","yes",,"2","1",,"11-25",-1.1653,0.1337
"2018","KSV","38300154","38302548","ISCED 1","ISCED 3A","female","yes","yes",282.756,321.98,325.601,5.5949,"yes","yes",,"2","2","1","11-25",-0.5783,0.6858
"2018","KSV","38300089","38303384","ISCED 3A","ISCED 3A","female","yes","yes",421.994,407.062,436.483,2.53575,"yes","yes",,"2","1","1","26-100",-0.5981,-0.7221
"2018","KSV","38300144","38301506","ISCED 3A","ISCED 3B, C","male","yes","yes",362.869,334.682,317.55,5.6127,"yes","yes",,"1","2","3+","26-100",-0.2204,-1.0027
"2018","KSV","38300033","38301669","ISCED 3A","ISCED 2","female","yes","yes",321.665,289.77,312.151,4.92857,"no","yes",,"2","1","1","0-10",-2.0236,-0.7803
"2018","KSV","38300177","38300005","ISCED 2","ISCED 2","female","yes","yes",380.203,344.324,344.001,5.71035,"yes","yes",,"1","1","0","26-100",-1.4641,-1.434
"2018","KSV","38300134","38304114","ISCED 3A","ISCED 3A","female","yes","no",419.048,387.719,391.514,7.37905,"yes","yes",,"2","1","1","11-25",-1.5429,-0.9503
"2018","KSV","38300075","38301423","ISCED 3A","ISCED 3A","male","yes","yes",337.029,307.85,385.615,3.94603,"yes","yes",,"2","1",,"26-100",-1.3764,-0.7331
"2018","KSV","38300190","38301892","ISCED 2","ISCED 3B, C","female","yes","yes",360.105,313.729,315.446,4.20513,"no","yes",,"1","1","1","0-10",-2.0496,-1.1285
"2018","KSV","38300094","38305177","less than ISCED1","ISCED 2","male","yes","yes",491.762,454.66,496.047,5.30799,"no","yes",,"1","1","1","0-10",-1.1771,-1.3548
"2018","KSV","38300042","38302853","ISCED 2","ISCED 3A","male","yes","yes",378.401,305.974,362.712,2.09524,"no","yes",,"1","2","1","0-10",-0.3209,0.0384
"2018","KSV","38300163","38301854","ISCED 3A","ISCED 3A","female","yes","yes",392.177,346.28,345.264,5.16667,"yes","yes",,"1","2","3+","0-10",-0.1574,-0.0088
"2018","KSV","38300208","38302671","ISCED 3B, C","ISCED 3B, C","female","yes","yes",282.485,327.196,355.418,2.49907,"yes","yes",,"1","2","2","11-25",-0.6587,-1.095
"2018","KSV","38300087","38301239","ISCED 3B, C","ISCED 3B, C","female","yes","yes",365.56,293.14,364.091,7.1529,"no","yes",,"1","2","1","101-200",-0.531,-0.3907
"2018","KSV","38300141","38303396","ISCED 3A","ISCED 3A","female","yes","yes",302.745,344.404,343.374,2.96623,"yes","yes",,"2","1","2","26-100",-1.5346,-0.6998
"2018","KSV","38300156","38303629","ISCED 1","ISCED 3A","female","yes","yes",257.262,281.087,305.559,5.8624,"no","yes",,"1","1","2","0-10",-0.9079,-0.4197
"2018","KSV","38300111","38304736","ISCED 3B, C","ISCED 3A","male","yes","yes",304.397,313.567,341.47,4.61538,"yes","yes",,"2","1","2","0-10",-0.362,0.1974
"2018","KSV","38300028","38301770","ISCED 3A","ISCED 3A","male","yes","yes",453.328,458.028,502.92,2.37463,"yes","yes",,"2","2","2","201-500",0.1453,0.5399
"2018","KSV","38300056","38303902","ISCED 1","ISCED 1","male",,"yes",222.849,222.072,214.126,2.80929,,,,,,"3+","26-100",,-0.8757
"2018","KSV","38300126","38301904","ISCED 3A","ISCED 3A","female","yes","yes",499.53,476.394,437.369,6.88095,"yes","yes",,"2","1","1","26-100",-0.3841,0.3491
"2018","KSV","38300169","38300426","ISCED 3B, C","ISCED 3A","female","yes","yes",351.009,371.865,334.456,5.21587,"yes","yes",,"2","1","1","26-100",-1.072,-0.3478
"2018","KSV","38300001","38300349","ISCED 3B, C","ISCED 3A","female","yes","yes",285.141,361.284,351.856,3.06576,"no","yes",,"1",,"1","11-25",-1.2781,0.2548
"2018","KSV","38300202","38304673","ISCED 3B, C","ISCED 3B, C","female","yes","yes",413.162,405.975,396.444,8.47619,"yes","yes",,"2","3+",,"101-200",0.5678,1.1179
"2018","KSV","38300164","38302534","ISCED 2","ISCED 2","male","yes","yes",412.621,345.022,389.023,4.30952,"yes","yes",,"2","2","2","101-200",-0.0415,-1.3338
"2018","KSV","38300202","38302332","ISCED 3A","ISCED 3B, C","male","yes","yes",545.627,397.74,407.576,8.47619,"yes","yes",,"1","2","1","201-500",-1.0532,0.2601
"2018","KSV","38300189","38304152","ISCED 3A","ISCED 3B, C","female","yes","yes",335.144,388.138,387.778,5.8624,"yes","yes",,"2","1",,"26-100",-0.5081,0.491
"2018","KSV","38300055","38301334","ISCED 3A","ISCED 3A","female","yes","yes",359.788,350.697,338.794,4.32779,,"yes",,"2","3+","3+","11-25",1.8923,1.3504
"2018","KSV","38300165","38302005","ISCED 2","ISCED 2","female","yes","yes",345.155,343.781,318.862,2.48233,"yes","yes",,"1","2",,"11-25",-0.5748,-0.4673
"2018","KSV","38300042","38304767","ISCED 2","ISCED 3A","male","yes","yes",373.632,325.092,365.743,2.09524,"yes","yes",,"1","1","1","101-200",-1.0721,-0.44
"2018","KSV","38300186","38301107","ISCED 2","ISCED 2","male","yes","yes",380.605,255.393,278.463,2.8396,"yes","no",,"1","1","2","11-25",-1.8148,-1.6503
"2018","KSV","38300018","38305150","ISCED 2","ISCED 3A","male","yes","yes",438.173,406.257,410.709,2.56448,"yes","yes",,"1","2","0","101-200",-1.4698,-0.7353
"2018","KSV","38300089","38304715","ISCED 3B, C","ISCED 3B, C","female","yes","yes",297.027,356.386,358.256,2.53575,"yes","yes",,"2","3+","2","26-100",-0.0927,-0.2738
"2018","KSV","38300185","38302206","ISCED 2","ISCED 2","female","no","yes",299.221,359.24,415.453,8.63095,"yes","yes",,"2","0",,"11-25",-0.8818,-0.9538
"2018","KSV","38300145","38301457","ISCED 3B, C","ISCED 3A","female","no","no",222.443,268.073,311.105,4.92083,"no","yes",,"2","0","1","11-25",-2.1295,-0.1855
"2018","KSV","38300147","38303783","ISCED 3B, C","ISCED 3B, C","male",,,307.522,250.998,245.021,6.82155,,,,,,"1","11-25",,-0.787
"2018","KSV","38300016","38301099","ISCED 2","ISCED 2","female","no","yes",388.459,359.833,337.167,5.48726,"yes","yes",,"1","1",,"11-25",-1.0649,-0.6908
"2018","KSV","38300098","38301873","ISCED 3B, C","ISCED 3B, C","female","yes","yes",433.315,425.748,399.556,6.35714,"no","yes",,"1","1","2","11-25",-1.1968,-0.3601
"2018","KSV","38300193","38303631","ISCED 3A","ISCED 3B, C","female","yes","yes",384.895,348.419,367.978,9.19048,"yes","yes",,"1","1","3+","26-100",-0.9078,-0.3971
"2018","KSV","38300190","38303788","ISCED 3B, C","ISCED 3B, C","male","no",,274.504,242.883,295.687,4.20513,"yes",,,"0",,,"0-10",-2.8379,-0.5342
"2018","LBN","42200173","42201532","ISCED 3A","ISCED 3A","male","yes","yes",246.448,236.278,245.51,9.48616,"yes","yes",,"3+","3+","0","11-25",-0.5595,-0.6023
"2018","LBN","42200202","42203307","ISCED 3B, C","ISCED 2","male","yes","yes",471.434,451.773,537.094,8.94899,"yes","no",,"3+","1","3+","26-100",-0.2868,0.3351
"2018","LBN","42200175","42204249","ISCED 1","ISCED 1","male","no","no",357.202,285.111,298.795,11.7481,"yes","yes",,"1","1","2","11-25",-2.0458,-1.4204
"2018","LBN","42200259","42203490","ISCED 3B, C","ISCED 3B, C","female","yes","yes",488.29,510.889,523.095,10.86578,"yes","no",,"1","3+","2","101-200",0.1355,0.9373
"2018","LBN","42200260","42202809","less than ISCED1","ISCED 3A","female","yes",,268.514,373.254,261.881,8.84,"yes","yes",,"2","1","0","0-10",-1.4394,-0.8536
"2018","LBN","42200155","42203773","ISCED 1","ISCED 1","female","no","no",417.038,334.08,370.17,10.69119,"yes","yes",,"1","0","1","26-100",-2.4094,-2.5799
"2018","LBN","42200131","42202361",,,"female","no","yes",320.171,323.333,251.045,12.4599,"yes","no",,"2","0","1",,-1.6062,
"2018","LBN","42200191","42201094","ISCED 3A","ISCED 3B, C","male","yes","yes",429.62,459.199,448.21,15.00757,"yes","yes",,"3+","3+","3+","101-200",1.48,-0.0252
"2018","LBN","42200091","42202237","ISCED 3A","ISCED 3A","male","yes","yes",265.878,329.707,316.423,13.03718,"yes","yes",,"3+","1","0","26-100",-1.8156,-0.738
"2018","LBN","42200017","42201678","ISCED 3B, C",,"male","yes","yes",501.139,511.759,515.201,11.72408,"yes","no",,"3+","3+","2","11-25",0.8448,0.3562
"2018","LBN","42200296","42201035","ISCED 3B, C","ISCED 3B, C","male","yes","no",388.926,318.582,380.177,8.8319,"yes","yes",,"2","1","1","201-500",-0.6223,0.1761
"2018","LBN","42200005","42201131","ISCED 3A","ISCED 3A","female","yes","yes",437.661,506.873,463.5,10.12541,"yes","yes",,"2","2","1","11-25",-0.4395,-0.4631
"2018","LBN","42200264","42201765","less than ISCED1",,"female","yes","yes",378.579,394.485,324.272,6.42488,"yes","yes",,"2","2","3+","101-200",1.0451,-1.8144
"2018","LBN","42200223","42201025",,"less than ISCED1","male","no","no",241.692,240.74,192.154,9.93662,"yes","yes",,"2","1","1","11-25",-1.4823,-2.1202
"2018","LBN","42200239","42202746","ISCED 3A","ISCED 3A","female","no","no",352.69,291.995,340.616,9.86344,"no","no",,"1","0","0","11-25",-3.8552,-2.2501
"2018","LBN","42200253","42200538","ISCED 3A","ISCED 1","female","yes","yes",425.037,338.301,465.787,9.45874,"yes","yes",,"1","2","2","11-25",-0.3964,0.2755
"2018","LBN","42200276","42201325","ISCED 2","less than ISCED1","male","yes","yes",412.991,453.88,408.136,9.24533,"yes","yes",,"3+","1","2","201-500",-0.2083,-0.4058
"2018","LBN","42200263","42203065","ISCED 2","less than ISCED1","male","yes","yes",404.144,407.816,395.352,10.56756,"yes","yes",,"3+","1","1","0-10",-1.009,-1.1171
"2018","LBN","42200124","42205125","ISCED 3B, C","ISCED 2","female","yes","yes",496.417,418.242,338.218,8.93832,"no","yes",,"3+","2","3+","26-100",0.2031,-0.3934
"2018","LBN","42200295","42205208","less than ISCED1","ISCED 1","male","yes","yes",346.904,339.415,402.543,8.2537,"yes","yes",,"3+","3+","3+","101-200",0.2973,-0.6429
"2018","LBN","42200048","42205031","ISCED 1","less than ISCED1","male","no","yes",176.563,183.022,260.636,18.07309,"yes","yes",,"2","2","2","0-10",0.1869,-2.4828
"2018","LBN","42200244","42202638","ISCED 3A","ISCED 3A","female","yes","yes",264.916,305.202,266.573,6.52052,"yes","yes",,"2","1","1","101-200",-0.837,-1.171
"2018","LBN","42200273","42202297","ISCED 3B, C","ISCED 1","male","yes","no",343.47,219.455,361.877,12.6004,"yes","yes",,"0","0","1","11-25",-1.9984,-0.9414
"2018","LBN","42200231","42201671","ISCED 3A","ISCED 3A","female","yes","yes",459.098,418.312,376.026,9.58168,"yes","no",,"3+","2","2","101-200",-0.0396,-0.3392
"2018","LBN","42200005","42204216","ISCED 3A","ISCED 3B, C","female","yes","yes",406.014,388.943,399.34,10.12541,"yes","no",,"2","2","3+","201-500",0.1069,0.2894
"2018","LBN","42200117","42206181","ISCED 2","less than ISCED1","male","yes","yes",386.512,199.133,378.564,12.76458,"yes","yes",,"0","2","1",,-1.3061,-0.1304
"2018","LBN","42200095","42206119","ISCED 3B, C","ISCED 2","female","yes","yes",236.581,210.309,214.19,14.13602,"yes","yes",,"2","1","1","101-200",-0.6048,0.8651
"2018","LBN","42200180","42205517","ISCED 3A","ISCED 3A","male","yes","yes",593.505,580.636,555.142,7.11634,"yes","yes",,"3+","1","2","0-10",-0.0966,0.5781
"2018","LBN","42200085","42205301","ISCED 2",,"male","yes","yes",518.775,514.114,453.02,7.91126,"yes","yes",,"3+","2","3+","26-100",0.5438,0.5968
"2018","LBN","42200056","42200403","ISCED 3A","less than ISCED1","female","no","yes",328.856,186.309,301.94,6.11253,"yes","yes",,"2","0","1","0-10",-1.3307,-1.4562
"2018","LBN","42200249","42203001","ISCED 1","ISCED 1","female","no","yes",409.663,369.68,456.916,9.4089,"yes","no",,"1","0","2","0-10",-1.6051,-2.1908
"2018","LBN","42200223","42200051","ISCED 3A","less than ISCED1","male","no","yes",273.626,216.433,312.894,9.93662,"no","no",,"1","0","1","11-25",-2.1583,-0.9577
"2018","LBN","42200163","42202790","less than ISCED1","less than ISCED1","female","no","yes",275.356,168.509,138.411,8.68,"no","no",,"1","0","0",,-2.4628,-3.2579
"2018","LBN","42200280","42200338","ISCED 2","ISCED 2","male","yes","yes",202.154,180.468,287.955,10.07808,"yes","yes",,"2","0","0","0-10",-1.2332,-0.9191
"2018","LBN","42200039","42205962",,"less than ISCED1","male","yes","no",273.494,274.239,323.378,8.76206,"yes","yes",,"3+",,"3+","0-10",-1.4907,-2.567
"2018","LBN","42200267","42204564","ISCED 3A","ISCED 3A","female","yes","yes",528.767,437.795,491.917,11.92586,"yes","yes",,"3+","1","3+","26-100",0.5357,0.5674
"2018","LBN","42200253","42201768","ISCED 3B, C","ISCED 3B, C","male","yes","yes",441.292,546.351,479.77,6.96506,"yes","yes",,"3+","0","2","101-200",-0.0816,0.5209
"2018","LBN","42200025","42204696","ISCED 3B, C","ISCED 1","female","yes","yes",433.002,514.689,516.153,9.20716,"yes","no",,"2","1","1","201-500",-1.1762,-0.8591
"2018","LBN","42200003","42202336","ISCED 3B, C","ISCED 3A","male","yes","yes",412.227,350.871,403.523,5.118,"no","yes",,"3+","1","2","101-200",-0.9727,-0.1637
"2018","LBN","42200142","42200938","ISCED 2","ISCED 2","male","yes","yes",315.514,322.296,340.569,9.25709,"no","yes",,"3+","1","2","0-10",-0.7792,-1.3753
"2018","LBN","42200060","42201473","ISCED 3A","ISCED 3A","female","no","yes",228.931,243.289,300.748,10.328,"yes","no",,"2","0","0","0-10",-1.4447,-1.3943
"2018","LBN","42200004","42203085","ISCED 3A","ISCED 3A","female","no","yes",288.01,289.462,320.962,8.95332,"yes","no",,"2","0","2","101-200",-1.2676,-1.636
"2018","LBN","42200293","42206057","ISCED 2","ISCED 1","female","yes","no",424.524,310.298,350.568,5.11284,"yes","no",,"1","1","0","101-200",-2.4101,-2.164
"2018","LBN","42200161","42203589","ISCED 3A","ISCED 3A","female","yes","yes",362.974,360.106,344.17,6.03474,,"yes",,"2","3+","1","0-10",0.0826,-0.7465
"2018","LBN","42200176","42203256","ISCED 3A","ISCED 2","male","no","yes",431.819,483.879,537.951,8.23172,"no","yes",,"1","0","3+","0-10",-0.6695,-0.7021
"2018","LBN","42200130","42203175","ISCED 3B, C","ISCED 1","male","yes","yes",371.576,280.367,352.49,16.53759,"yes","yes",,"2","1","2","101-200",-0.3652,-0.9933
"2018","LBN","42200103","42205194","ISCED 3A",,"male","yes","yes",405.528,369.274,390.176,13.65408,"yes","yes",,"3+","1","1","201-500",-0.8188,-0.5098
"2018","LBN","42200166","42202440","less than ISCED1","less than ISCED1","female","no","yes",430.205,302.436,338.481,10.01835,"no","yes",,"2","1","3+","0-10",-0.0595,-2.2172
"2018","LBN","42200134","42200861","ISCED 2","ISCED 2","male","yes","yes",445.681,305.04,260.147,10.30712,"yes","yes",,"2","1","1","26-100",-0.5238,-1.1844
"2018","LBN","42200199","42204273","ISCED 3B, C","ISCED 3A","female","no","yes",287.161,199.788,249.719,7.48242,"yes","yes",,"2","1","1","101-200",-1.0911,-1.2566
"2018","LTU","44000284","44002818","ISCED 3A","ISCED 3A","male","yes","yes",472.273,425.424,501.569,5.60127,"yes","yes",,"2","2","1","11-25",-0.3649,-0.5754
"2018","LTU","44000275","44003007","ISCED 3A","ISCED 3A","male","yes","yes",624.678,619.479,627.711,2.34626,"yes","no",,"3+","2","2","201-500",-0.1789,0.8393
"2018","LTU","44000319","44003949","ISCED 2","ISCED 3A","male","yes","yes",516.196,451.075,379.388,1.7428,"yes","yes",,"3+","2","1","0-10",-0.2973,-0.8761
"2018","LTU","44000351","44002304","ISCED 3B, C","ISCED 3B, C","female","yes","yes",466.489,477.326,468.927,3.3028,"yes","yes",,"2","2","3+","0-10",-0.1525,-0.3487
"2018","LTU","44000061","44008787","ISCED 3A","ISCED 3A","male","yes","yes",368.418,262.804,287.359,6.90175,"yes","yes",,"2","1","2","0-10",-0.5958,-0.8521
"2018","LTU","44000237","44001434","ISCED 3A","ISCED 3A","male","yes","yes",404.497,431.115,422.716,3.89096,"yes","yes",,"2","1","2","0-10",-0.8007,0.4126
"2018","LTU","44000312","44008418",,,"female","yes","yes",534.527,522.522,532.291,3.14298,"yes","yes",,"2","1","2","26-100",-0.7722,0.0647
"2018","LTU","44000201","44002740","ISCED 3A","ISCED 3A","male","yes","yes",412.885,394.655,494.567,1.4892,"yes","yes",,"3+","1","0","26-100",-0.685,-0.2621
"2018","LTU","44000246","44001908",,,"male","yes","yes",512.294,468.609,474.733,8.05204,"yes","yes",,"2","2","2","101-200",-0.421,
"2018","LTU","44000197","44003587","ISCED 3B, C","ISCED 2","female","yes","yes",485.316,524.135,489.915,2.97976,"yes","yes",,"3+","3+","3+","more than 500",1.2057,0.4078
"2018","LTU","44000345","44003745","ISCED 3B, C","ISCED 3B, C","male","yes","yes",487.861,512.181,549.455,3.47912,"yes","yes",,"3+","2","2","26-100",0.5408,0.8146
"2018","LTU","44000255","44004344","ISCED 3A","ISCED 3B, C","female","yes","yes",435.082,463.485,468.06,2.97919,"yes","yes",,"3+","2","2","26-100",0.5408,0.2819
"2018","LTU","44000165","44002290","ISCED 2","ISCED 2","female","yes","yes",389.978,395.358,418.811,3.03857,"yes","yes",,"2","2","3+","0-10",0.042,-1.5351
